code|text_fr|text_de|text_it|version|inclusions_de|inclusions_fr|inclusions_it|exclusions_de|exclusions_fr|exclusions_it|descriptions_de|descriptions_fr|descriptions_it|most_relevant_drgs
78.69.31|Ablation de matériel implanté dans l'astragale et le calcanéum: fil (intramédullaire), vis, cerclage-haubanage, plaque (à stabilité angulaire), fixateur externe, fixateur circulaire, agrafes (de Blount)|Knochenimplantatentfernung an Talus und Kalkaneus, (intramedullärer) Draht, Schraube, Zuggurtung/Cerclage, (winkelstabile) Platte, Fixateur externe, Ringfixateur, (Blount-)Klammern|Rimozione di dispositivo impiantato da talo e calcagno: filo (endomidollare), vite, cerchiaggio dinamico, placca (con stabilità angolare), fissatore esterno, fissatore circolare, staffe (di Blount)|CHOP 2015||||||||||{}
78.69.38|Ablation de matériel implanté dans l'astragale et le calcanéum: autre matériel d'ostéosynthèse|Knochenimplantatentfernung an Talus und Kalcaneus, sonstiges Osteosynthesematerial|Rimozione di dispositivo impiantato da talo e calcagno: altro materiale di osteosintesi|CHOP 2015||||||||||{}
78.69.41|Ablation de matériel implanté dans les phalanges du pied: fil (intramédullaire), vis, cerclage-haubanage, plaque (à stabilité angulaire), fixateur externe, agrafes (de Blount)|Knochenimplantatentfernung an Phalangen des Fusses, (intramedullärer) Draht, Schraube, Zuggurtung/Cerclage, (winkelstabile) Platte, Fixateur externe, (Blount-)Klammern|Rimozione di dispositivo impiantato dalle falangi del piede: filo (endomidollare), vite, cerchiaggio dinamico, placca (con stabilità angolare), fissatore esterno, staffe (di Blount)|CHOP 2015||||||||||{}
78.69.45|Ablation de matériel implanté dans l'os, autre site spécifié, sauf os de la face; enlèvement d'implant de remplacement (partiel) osseux, phalanges du pied|Knochenimplantatentfernung an anderen näher bezeichneten Knochen, ausser Gesichtsschädelknochen, Entfernung eines Knochen(teil)ersatzes an Phalangen des Fusses|Rimozione di dispositivo impiantato da altre ossa specificate, escluse quelle facciali, Rimozione di sostituto osseo (parziale) da falangi dei piedi|CHOP 2015||||||||||{}
78.69.48|Ablation de matériel implanté dans les phalanges du pied: autre matériel d'ostéosynthèse|Knochenimplantatentfernung an Phalangen des Fusses, sonstiges Osteosynthesematerial|Rimozione di dispositivo impiantato dalle falangi del piede: altro materiale di osteosintesi|CHOP 2015||||||||||{}
78.69.51|Ablation de matériel implanté dans autre os spécifié: fil, cerclage-haubanage, agrafes de Blount|Knochenimplantatentfernung an anderen näher bezeichneten Knochen, Draht, Zuggurtung/Cerclage, Blount-Klammern|Rimozione di dispositivo impiantato da altre ossa specificate: filo, cerchiaggio dinamico, staffe di Blount|CHOP 2015||||||||||{}
78.69.52|Ablation de matériel implanté dans autre os spécifié: vis, plaque (à stabilité angulaire), vis de compression dynamique, fil intramédullaire, clou médullaire, clou médullaire avec composante articulaire, clou de verrouillage, vis de transfixation, fixateur externe|Knochenimplantatentfernung an anderen näher bezeichneten Knochen, Schraube, (winkelstabile) Platte, dynamische Kompressionsschraube, intramedullärer Draht, Marknagel, Marknagel mit Gelenkkomponente, Verriegelungsnagel, Transfixationsnagel, Fixateur externe|Rimozione di dispositivo impiantato da altre ossa specificate: vite, placca (con stabilità angolare), vite di compressione dinamica, filo endomidollare, chiodo endomidollare, chiodo endomidollare con componente articolare, chiodo di bloccaggio, chiodo di trasfissione, fissatore esterno|CHOP 2015||||||||||{}
78.69.53|Ablation de matériel implanté dans autre os spécifié: plaque angulaire/condylienne|Knochenimplantatentfernung an anderen näher bezeichneten Knochen, Winkelplatte/Kondylenplatte|Rimozione di dispositivo impiantato da altre ossa specificate: placca angolata / condilare|CHOP 2015||||||||||{}
78.69.55|Ablation de matériel implanté dans l'os, autre site spécifié, sauf os de la face; enlèvement d'implant de remplacement (partiel) osseux, autre os spécifié|Knochenimplantatentfernung an anderen näher bezeichneten Knochen, ausser Gesichtsschädelknochen, Entfernung eines Knochen(teil)ersatzes an sonstigen näher bezeichneten Knochen|Rimozione di dispositivo impiantato da altre ossa specificate, escluse quelle facciali, Rimozione di sostituto osseo (parziale) da altre ossa specificate|CHOP 2015||||||||||{}
78.69.58|Ablation de matériel implanté dans autre os spécifié: autre matériel d'ostéosynthèse|Knochenimplantatentfernung an anderen näher bezeichneten Knochen, sonstiges Osteosynthesematerial|Rimozione di dispositivo impiantato da altre ossa specificate: altro materiale di osteosintesi|CHOP 2015||||||||||{}
78.69.61|Ablation de matériel d'ostéosynthèse au niveau de la colonne vertébrale|Entfernung von Osteosynthesematerial an Wirbelsäule|Rimozione di materiale di osteosintesi dalla colonna vertebrale|CHOP 2015||||||||||{}
78.69.65|Ablation de matériel implanté dans l'os, autre site spécifié, sauf os de la face; enlèvement d'implant de remplacement (partiel) osseux, colonne vertébrale|Knochenimplantatentfernung an anderen näher bezeichneten Knochen, ausser Gesichtsschädelknochen, Entfernung eines Knochen(teil)ersatzes an der Wirbelsäule|Rimozione di dispositivo impiantato da altre ossa specificate, escluse quelle facciali, Rimozione di sostituto osseo (parziale) dalla colonna vertebrale|CHOP 2015||||||||||{}
78.69.71|Ablation arthroscopique de matériel d'ostéosynthèse|Arthroskopische Entfernung von Osteosynthesematerial|Rimozione artroscopica di materiale di osteosintesi|CHOP 2015||||||||||{}
78.69.99|Ablation de matériel implanté dans l'os, autre site spécifié, sauf os de la face, autre|Knochenimplantatentfernung an anderen näher bezeichneten Knochen, ausser Gesichtsschädelknochen, sonstige|Rimozione di dispositivo impiantato da altre ossa specificate, escluse quelle facciali, altro|CHOP 2015||||||||||{}
78.7|Ostéoclasie|Osteoklasie|Osteoclasia|CHOP 2015||||||||||{}
78.70|Ostéoclasie, site non spécifié|Osteoklasie, ohne Angabe der Lokalisation|Osteoclasia in sede non specificata|CHOP 2015||||||||||{}
78.71|Ostéoclasie, clavicule, omoplate, côtes et sternum|Osteoklasie an Skapula, Klavikula, Rippen und Sternum|Osteoclasia della scapola, della clavicola, delle coste e dello sterno|CHOP 2015||||||||||{}
78.72|Ostéoclasie, humérus|Osteoklasie am Humerus|Osteoclasia dell'omero|CHOP 2015||||||||||{}
78.73|Ostéoclasie, radius et cubitus|Osteoklasie an Radius und Ulna|Osteoclasia del radio e dell'ulna|CHOP 2015||||||||||{}
78.74|Ostéoclasie, os du carpe et du métacarpe|Osteoklasie an Karpalia und Metakarpalia|Osteoclasia del carpo e del metacarpo|CHOP 2015||||||||||{}
78.75|Ostéoclasie, fémur|Osteoklasie am Femur|Osteoclasia del femore|CHOP 2015||||||||||{}
78.76|Ostéoclasie, rotule|Osteoklasie an der Patella|Osteoclasia della rotula|CHOP 2015||||||||||{}
78.77|Ostéoclasie, tibia et péroné|Osteoklasie an Tibia und Fibula|Osteoclasia della tibia e della fibula|CHOP 2015||||||||||{}
78.78|Ostéoclasie, os du tarse et du métatarse|Osteoklasie an Tarsalia und Metatarsalia|Osteoclasia del tarso e del metatarso|CHOP 2015||||||||||{}
78.79|Ostéoclasie, autre site spécifié, sauf os de la face|Osteoklasie an anderen näher bezeichneten Knochen, ausser Gesichtsschädelknochen|Osteoclasia di altre ossa specificate, escluse quelle facciali|CHOP 2015|||||||{Beckenknochen, Phalangen (der Hand) (des Fusses), Wirbel}|{Os pelviens, phalanges (de la main) (du pied), vertèbres}|{Ossa pelviche, falangi (del piede) (della mano), vertebre}|{}
78.8|Techniques diagnostiques concernant l'os, non classées ailleurs (NCA)|Andernorts nicht klassifizierte diagnostische Massnahmen an Knochen|Procedure diagnostiche sull'osso, NAC|CHOP 2015||||{Knochenbiopsie (77.40-77.49),Knochenszintigraphie (92.14),MRI (Magnetic Resonance Imaging) (88.94),Radiographie der Wirbelsäule (87.21-87.29),Skelettradiographie von Extremitäten und Becken (88.21-88.29),Sonstige Skelettradiographie (88.31-88.33),Thermographie (88.83)}|{Biopsie osseuse (77.40-77.49),Scintigraphie osseuse (92.14),Imagerie par résonance magnétique (88.94),Radiographie de la colonne (87.21-87.29),Radiographie du squelette des membres et du bassin (88.21-88.29),Autre radiographie du squelette (88.31-88.33),Thermographie (88.83)}|{Biopsia ossea (77.40-77.49),Scintigrafia delle ossa (92.14),Risonanza magnetica (88.94),Rx della colonna (87.21-87.29),Rx della spalla, degli arti e del bacino (88.21-88.29),Altre Rx dello scheletro (88.31-88.33),Termografia (88.83)}||||{}
78.80|Techniques diagnostiques concernant l'os, non classées ailleurs, site non spécifié|Andernorts nicht klassifizierte diagnostische Massnahmen an Knochen, ohne Angabe der Lokalisation|Procedure diagnostiche sull'osso in sede non specificata, NAC|CHOP 2015||||||||||{}
78.81|Techniques diagnostiques concernant l'os, non classées ailleurs, clavicule, omoplate, côtes et sternum|Andernorts nicht klassifizierte diagnostische Massnahmen an Skapula, Klavikula, Rippen und Sternum|Procedure diagnostiche su scapola, clavicola, coste e sterno, NAC|CHOP 2015||||||||||{}
78.82|Techniques diagnostiques concernant l'os, non classées ailleurs, humérus|Andernorts nicht klassifizierte diagnostische Massnahmen am Humerus|Procedure diagnostiche sull'omero, NAC|CHOP 2015||||||||||{}
78.83|Techniques diagnostiques concernant l'os, non classées ailleurs, radius et cubitus|Andernorts nicht klassifizierte diagnostische Massnahmen an Radius und Ulna|Procedure diagnostiche sull'osso su radio e ulna, NAC|CHOP 2015||||||||||{}
78.84|Techniques diagnostiques concernant l'os, non classées ailleurs, os du carpe et du métacarpe|Andernorts nicht klassifizierte diagnostische Massnahmen an Karpalia und Metakarpalia|Procedure diagnostiche sull'osso su carpo e metacarpo, NAC|CHOP 2015||||||||||{}
78.85|Techniques diagnostiques concernant l'os, non classées ailleurs, fémur|Andernorts nicht klassifizierte diagnostische Massnahmen am Femur|Procedure diagnostiche sul femore, NAC|CHOP 2015||||||||||{}
78.86|Techniques diagnostiques concernant l'os, non classées ailleurs, rotule|Andernorts nicht klassifizierte diagnostische Massnahmen an der Patella|Procedure diagnostiche sulla rotula, NAC|CHOP 2015||||||||||{}
78.87|Techniques diagnostiques concernant l'os, non classées ailleurs, tibia et péroné|Andernorts nicht klassifizierte diagnostische Massnahmen an Tibia und Fibula|Procedure diagnostiche sulla tibia e fibula, NAC|CHOP 2015||||||||||{}
78.88|Techniques diagnostiques concernant l'os, non classées ailleurs, os du tarse et du métatarse|Andernorts nicht klassifizierte diagnostische Massnahmen an Tarsalia und Metatarsalia|Procedure diagnostiche sul tarso e metatarso, NAC|CHOP 2015||||||||||{}
78.89|Techniques diagnostiques concernant l'os, non classées ailleurs, autre site spécifié, sauf os de la face|Andernorts nicht klassifizierte diagnostische Massnahmen an anderen näher bezeichneten Knochen, ausser Gesichtsschädelknochen|Procedure diagnostiche su altre ossa, specificate, escluse quelle facciali, NAC|CHOP 2015|||||||{Beckenknochen, Phalangen (der Hand) (des Fusses), Wirbel}|{Os pelviens, phalanges (de la main) (du pied), vertèbres}|{Ossa pelviche, falangi (del piede) (della mano), vertebre}|{}
78.9|Insertion de stimulateur de croissance osseuse|Einsetzen eines Knochenwachstumsstimulators|Inserzione di stimolatore di crescita ossea|CHOP 2015||||{Nicht-invasive (transkutane) (Oberflächen-) Stimulation (99.86)}|{Stimulateur de surface, transcutané (99.86)}|{Stimolatore non invasivo (transcutaneo) (superficiale ) (99.86)}|{Einsetzen eines Knochenstimulators (elektrisch) zur Unterstützung der Knochenheilung,Einsetzen von ossären Elektroden zur Knochenwachstumsstimulation,Total implantierte Vorrichtung (invasiv)}|{Insertion de stimulateur (électrique) pour favoriser la consolidation,Électrodes ostéogéniques pour stimulation de croissance osseuse,Dispositif totalement implanté (interne)}|{Inserzione di stimolatore osseo (elettrico) per favorire la calcificazione ossea,Inserzione di elettrodi osteogenici per stimolare la crescita ossea,Inserzione di dispositivo totalmente impiantato (invasivo)}|{}
78.90|Insertion de stimulateur de croissance osseuse, site non spécifié|Einsetzen eines Knochenwachstumsstimulators, ohne Angabe der Lokalisation|Inserzione di stimolatore di crescita ossea, sede non specificata|CHOP 2015||||||||||{}
78.91|Insertion de stimulateur de croissance osseuse, clavicule, omoplate, côtes et sternum|Einsetzen eines Knochenwachstumsstimulators an Skapula, Klavikula, Rippen und Sternum|Inserzione di stimolatore di crescita ossea su clavicola, coste e sterno|CHOP 2015||||||||||{}
78.92|Insertion de stimulateur de croissance osseuse, humérus|Einsetzen eines Knochenwachstumsstimulators am Humerus|Inserzione di stimolatore di crescita ossea sull'omero|CHOP 2015||||||||||{}
78.93|Insertion de stimulateur de croissance osseuse, radius et cubitus|Einsetzen eines Knochenwachstumsstimulators an Radius und Ulna|Inserzione di stimolatore di crescita ossea su radio e ulna|CHOP 2015||||||||||{}
78.94|Insertion de stimulateur de croissance osseuse, os du carpe et du métacarpe|Einsetzen eines Knochenwachstumsstimulators an Karpalia und Metakarpalia|Inserzione di stimolatore di crescita ossea su carpo e metacarpo|CHOP 2015||||||||||{}
78.95|Insertion de stimulateur de croissance osseuse, fémur|Einsetzen eines Knochenwachstumsstimulators am Femur|Inserzione di stimolatore di crescita ossea sul femore|CHOP 2015||||||||||{}
78.96|Insertion de stimulateur de croissance osseuse, rotule|Einsetzen eines Knochenwachstumsstimulators an der Patella|Inserzione di stimolatore di crescita ossea sulla rotula|CHOP 2015||||||||||{}
78.97|Insertion de stimulateur de croissance osseuse, tibia et péroné|Einsetzen eines Knochenwachstumsstimulators an Tibia und Fibula|Inserzione di stimolatore di crescita ossea sulla tibia e fibula|CHOP 2015||||||||||{}
78.98|Insertion de stimulateur de croissance osseuse, os du tarse et du métatarse|Einsetzen eines Knochenwachstumsstimulators an Tarsalia und Metatarsalia|Inserzione di stimolatore di crescita sul tarso e metatarso|CHOP 2015||||||||||{}
78.99|Insertion de stimulateur de croissance osseuse, autre site spécifié, sauf os de la face|Einsetzen eines Knochenwachstumsstimulators an anderen näher bezeichneten Knochen, ausser Gesichtsschädelknochen|Inserzione di stimolatore di crescita ossea su altre ossa specificate, escluse quelle facciali|CHOP 2015|||||||{Beckenknochen, Phalangen (der Hand) (des Fusses), Wirbel}|{Os pelviens, phalanges (de la main) (du pied), vertèbres}|{Ossa pelviche, falangi (del piede) (della mano), vertebre}|{}
79|Réduction de fracture et de luxation|Reposition von Fraktur und Luxation|Riduzione di frattura e di lussazione|CHOP 2015|{Anlegen eines Gipses oder einer Schiene,Reposition mit Einsetzen einer Traktionsvorrichtung (Kirschner-Draht) (Steinmann-Nagel)}|{Application de plâtre ou d'attelle,Réduction avec insertion d'appareil de traction (fil de Kirschner) (broche de Steinmann)}|{Applicazione di gesso o stecca,Riduzione con inserzione di mezzi di trazione (filo di Kirschner) (chiodo di Steinmann)}|{Traktion ausschliesslich zur Reposition der Fraktur (93.41-93.46),Ersetzen von Gips oder Schiene (97.11-97.14),Externe Fixation ausschliesslich zur Ruhigstellung der Fraktur (93.51-93.56, 93.59),Interne Fixation ohne Reposition der Fraktur (78.50-78.59),Operation am Nasenbein (21.71-21.72),Operation an der Orbita (76.78-76.79),Operation an der Schädelkalotte (02.02),Operation an Gesichtsschädelknochen (76.70-76.79),Operation an Wirbeln (03.53)}|{Traction seule pour réduction de fractures (93.41-93.46),Remplacement de plâtre ou d'attelle (97.11-97.14),Fixateurs externes seuls (attelle, plâtre), pour immobiliser fracture, sans réduction (93.51-93.56, 93.59),Fixateurs internes sans réduction de fracture (78.50-78.59),Opérations sur des os du nez (21.71-21.72),Opérations sur l'orbite (76.78-76.79),Opérations sur le crâne (02.02),Opérations sur des os de la face (76.70-76.79),Opérations sur les vertèbres (03.53)}|{Trazione per riduzione di frattura (93.41-93.46),Sostituzione di gesso o stecca (97.11-97.14),Fissazione esterna solo per immobilizzazione di frattura (93.51-93.56, 93.59),Fissazione interna senza riduzione di frattura (78.50-78.59),Interventi su ossa nasali (21.71-21.72),Interventi su orbita (76.78-76.79),Interventi su cranio (02.02),Interventi su ossa facciali (76.70-76.79),Interventi su vertebre (03.53)}||||{}
