canton;name;address1;address2;bfs_typo;RWStatus;Akt;SL;WB;AnzStand;SA;PtageStatT;AustStatT;NeugStatT;Ops;Gebs;CMIb;CMIn;pPatWAU;pPatWAK;pPatLKP;pPatHOK;PersA;PersP;PersMT;PersT;PersAFall;PersPFall;PersMTFall;PersTFall;AnzBelA;AnzBelP;AwBesold;AwInvest;AwSonst;AwT;EtMedL;EtSonst;EtSubv;FiErg;PtageStatA;AustStatA;BettenStatA;DADStatA;pBettenBelStatA;KostAmbA;KostOKPAmbA;KostStatA;KostKVGStatA;AnlKVGStatA;KostZvOKPStatA;AnlZvOKPStatA;KostLangA;AuftragLFA;ErlAmbA;ErlOKPAmbA;ErlStatA;ErlKVGStatA;ErlKVGStatVA;ErlZvOKPStatA;ErlZvOKPStatVA;ErlLangA;PtageStatP;AustStatP;BettenStatP;DADStatP;pBettenBelStatP;KostAmbP;KostOKPAmbP;KostStatP;KostKVGStatP;AnlKVGStatP;KostZvOKPStatP;AnlZvOKPStatP;KostLangP;AuftragLFP;ErlAmbP;ErlOKPAmbP;ErlStatP;ErlKVGStatP;ErlKVGStatVP;ErlZvOKPStatP;ErlZvOKPStatVP;ErlLangP;PtageStatR;AustStatR;BettenStatR;DADStatR;pBettenBelStatR;KostAmbR;KostOKPAmbR;KostStatR;KostKVGStatR;AnlKVGStatR;KostZvOKPStatR;AnlZvOKPStatR;KostLangR;AuftragLFR;ErlAmbR;ErlOKPAmbR;ErlStatR;ErlKVGStatR;ErlKVGStatVR;ErlZvOKPStatR;ErlZvOKPStatVR;ErlLangR;PtageStatB;AustStatB;BettenStatB;DADStatB;pBettenBelStatB;KostAmbB;KostOKPAmbB;KostStatB;KostKVGStatB;AnlKVGStatB;KostZvOKPStatB;AnlZvOKPStatB;KostLangB;AuftragLFB;ErlAmbB;ErlOKPAmbB;ErlStatB;ErlKVGStatB;ErlKVGStatVB;ErlZvOKPStatB;ErlZvOKPStatVB;ErlLangB
ZH;Universitätsspital Zürich;Rämistrasse 100;8091 Zürich;K111;oeff;A;NF, IPS;MSt, Arzt, BGs;1;MRI, CT, PET, CC, LB, Lito;284617;35189;2301;36;8;1.357;1.426;1.7012;19.1899;20.8727;88.5392;1038.74;1926.29;947.5;5525.25;2.95;5.47;2.69;15.7;0;0;668192148;102942664;320766658;1091921461;745025344;18155452;321301506;-267159740;284617;35189;860;8.1;90.7;245906847;219350555;668900814;438543319;35556941;166130697;12018367;0;83332143;212967507;137437371;729976490;201568246;80.9;87330711;58.2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZH;Stadtspital Triemli;Birmensdorferstrasse 497;8063 Zürich;K112;oeff;A;NF, IPS;MSt, Arzt, BGs;1;MRI, CT, CC, LB;150666;19779;1622;11;6;1.081;1.086;0.6135;9.0593;18.9391;95.0138;328.56;890.68;222.43;2073.88;1.66;4.5;1.12;10.49;14;0;228941596;4912863;99973851;340976672;215382766;9276073;71201400;-61629871;150666;19779;486;7.6;84.9;91099438;84193659;262402986;192838969;15675295;62501667;4385546;0;0;89667668;82799629;182786543;89340015;100;87351009;100;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZH;Kantonsspital Winterthur;Brauerstrasse 15;8400 Winterthur;K112;oeff;A;NF, IPS;MSt, Arzt, BGs;1;MRI, CT, PET, CC, LB, Lito;163748;22946;1530;12;6;0.918;0.952;0.5567;4.9205;19.2094;92.852;320.06;1042.4;221.51;2102.08;1.39;4.54;0.97;9.16;19;1;229674861;37483129;80527390;355125316;229760284;12591478;105739822;-98572101;163748;22946;496;7.1;90.4;92076897;82326189;237084609;157796628;15902544;64134160;5293103;0;0;97223438;80403396;140746905;61702077;96.2;21935220;87.3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZH;Stadtspital Waid;Tièchestrasse 99;8037 Zürich;K112;oeff;A;NF, IPS;MSt, Arzt, BGs;1;MRI, CT, CC;86589;9221;0;5;0;0.959;0.973;0.6814;2.3156;19.7509;92.9727;130.77;445.49;107.91;954.11;1.42;4.83;1.17;10.35;8;0;101119067;1958304;27461321;134232870;73357799;14997586;42279765;-37864839;86589;9221;295.5;9.4;80.3;28633288;25061827;106902131;101823458;10010493;192751;17754;0;0;26921815;23571333;66780226;54859390;47;313703;47;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZH;Klinik Hirslanden AG;Witellikerstrasse 40;8008 Zürich;K112;priv;A;NF, IPS;Arzt, BGs;2;MRI, CT, CC, LB, Lito;92809;14703;1067;12;3;1.086;1.074;3.2451;20.481;97.0694;92.5476;74.77;337.94;283.71;1138.79;0.51;2.3;1.93;7.75;391;0;126576525;76509219;119848430;323255431;307450509;50933956;0;35129036;92809;14703;259;6.3;98.2;41208249;0;188286481;0;0;0;0;0;0;43361785;0;271233641;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZH;Spital Bülach;Spitalstrasse 24;8180 Bülach;K121;oeff;A;NF, IPS;MSt, Arzt, BGs;1;CT;56185;8686;1206;5;4;0.796;0.799;1.4404;2.4967;20.8563;93.338;118.18;304.73;108.97;701.02;1.36;3.51;1.25;8.07;18;0;73831308;1636227;21204903;98346637;64484104;3775511;27236452;-24387395;56185;8686;176;6.5;87.5;20848353;18763519;81228156;55473311;5764283;19304327;1689080;0;0;19675413;17122824;51433259;21841467;100;6194620;100;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZH;GZO Spital Wetzikon;Spitalstrasse 66;8620 Wetzikon ZH;K121;oeff;A;NF, IPS;MSt, Arzt, BGs;1;MRI, CT, Lito;64270;10088;911;6;5;0.777;0.791;0.4322;3.3638;15.6478;92.3562;83.95;258.77;63.81;580.04;0.83;2.57;0.63;5.75;16;3;69163222;1265034;29738090;100175046;69406374;2242980;28516988;-26737350;64270;10088;190;6.4;92.7;21812078;20142610;84856394;62041633;6155469;19583049;2112631;0;0;21011964;19457781;47440194;24932638;100;18673077;100;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZH;Spital Uster;Brunnenstrasse 42;8610 Uster;K121;oeff;A;NF, IPS;MSt, Arzt, BGs;1;CT;65770;9553;861;5;4;0.807;0.846;0.57;1.653;21.0336;91.3262;139.04;379.79;123.19;865.01;1.46;3.98;1.29;9.05;8;1;78277346;1912801;26601396;113291338;71143663;2620726;32007642;-28735180;65770;9553;207;6.9;87;25905364;22458819;85434907;57883579;3786278;24198746;1486054;0;0;21240797;18604010;57413843;24276390;99.2;10662481;71.3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZH;Spital Limmattal;Urdorferstrasse 100;8952 Schlieren;K121;oeff;A;NF, IPS;MSt, Arzt, BGs;2;CT, Lito;60690;9068;947;6;5;0.852;0.858;0.4539;9.8226;19.6053;93.5274;105.52;342.39;95.57;774.29;1.16;3.78;1.05;8.54;14;0;89669123;1332618;32585591;128954019;92958731;3772145;26354989;-23557966;60690;9068;192;6.7;86.6;27577219;25561186;80556819;56999525;2829732;20820056;872463;17797380;0;24816318;22693159;54645095;24939670;0;24497526;0;16294263;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZH;Spital Zollikerberg;Trichtenhauserstrasse 20;8125 Zollikerberg;K121;oeff;A;NF, IPS;Arzt, BGs;1;MRI, CT;56251;8143;1437;6;4;0.886;0.88;0.701;4.3704;29.131;95.4644;75.7;315.46;39.21;543.97;0.93;3.87;0.48;6.68;51;0;63099621;2387219;32386869;97991000;71826725;1726082;23787978;-18512066;56251;8143;164;6.9;94;16041200;14760513;87832531;51126440;5197059;33549780;2659847;0;0;14332236;12824096;65894007;21656134;100;9668809;100;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZH;Spital Männedorf;Asylstrasse 10;8708 Männedorf;K121;oeff;A;NF, IPS;BGs;1;CT;46234;7365;429;6;2;0.837;0.82;0.5841;11.7114;28.7329;93.8421;85.2;236.57;57.84;534.15;1.16;3.21;0.79;7.25;21;0;63554306;1602396;19741378;89833904;65698641;2890285;15800408;-11593013;46234;7365;133.5;6.3;94.9;17035882;15880508;71836441;42020814;3407983;21356022;2754940;0;0;16446431;15352550;53351932;19339672;100;9488004;100;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZH;Klinik im Park;Seestrasse 220;8002 Zürich;K121;priv;A;IPS;Arzt, BGs;1;MRI, CT;39732;7682;607;8;2;1.117;1.043;1.6125;30.2471;91.1191;92.3225;20.67;197.47;143.49;475.95;0.27;2.57;1.87;6.2;268;0;61657404;25259970;68082564;155086377;159823028;5106288;0;9842938;39732;7682;139;5.2;78.3;24773913;0;109434631;0;0;0;0;0;0;21278143;0;143239052;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZH;See­Spital;Asylstrasse 19;8810 Horgen;K122;oeff;A;NF, IPS;MSt, Arzt, BGs;2;MRI, CT;63552;10332;587;8;3;0.852;0.838;0.5374;7.3077;24.219;91.593;72.49;342.42;85.22;693.8;0.7;3.31;0.82;6.72;607;37;80592347;1903981;31835451;115763222;73252680;5853774;31505942;-26829779;63552;10332;194;6.2;89.8;20391810;18690216;98100157;63904183;6211861;31104522;1942241;0;1197265;5966957;5273063;68199107;27723683;100;41413541;81.3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZH;Privatklinik Bethanien AG;Toblerstrasse 51;8044 Zürich;K122;priv;A;;BGs;1;MRI, CT, CC, Lito;23619;4014;407;5;3;0.855;0.841;1.6464;14.2857;100;88.7235;4;124.06;12.18;247.63;0.1;3.09;0.3;6.17;199;0;40054829;7111112;16569348;63827031;60384024;3668384;0;225377;23619;4014;96;5.9;67.4;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZH;Spital Affoltern;Sonnenbergstrasse 27;8910 Affoltern am Albis;K123;oeff;A, P;NF;MSt, Arzt, BGs;1;;28168;3463;380;2;3;0.712;0.736;0.409;11.2166;19.5297;92.0757;34.27;214.97;34.11;397.08;0.99;6.21;0.98;11.47;13;1;41786791;5045417;10987824;59786706;39065826;4204552;14912768;-14025808;20497;3244;69;6.3;81.4;5931998;5272100;27242092;10251190;797468;5178451;402846;167789;0;5811547;4998922;17268722;6144099;100;3103728;96.5;93571;7671;219;22;35;95.5;1002244;1018639;5173245;2684662;203972;1780637;135287;0;0;522309;115354;3209551;1642648;100;1089507;53.6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZH;Klinik Susenberg;Schreberweg 9;8044 Zürich;K123;priv;A;;MSt, Arzt;1;;10145;473;0;0;0;0.919;1.686;0.1992;4.1916;73.506;97.4104;6.95;29.7;6.87;68.14;1.47;6.28;1.45;14.41;0;0;6954010;666629;2332658;9978143;9854432;295455;0;175318;10145;473;34;21.4;81.7;174712;174712;9609503;1866397;137776;6986333;485889;0;0;149175;149160;9815428;1130584;100;7706362;100;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZH;Klinik Lindberg;Schickstrasse 11;8400 Winterthur;K123;priv;A;;Arzt, BGs;1;;16160;2342;246;4;3;1.005;1.041;0.4628;21.3483;100;88.0447;15.36;88.19;35.51;214.68;0.66;3.77;1.52;9.17;66;5;23103349;5778350;14634817;43516516;34464597;1477020;6703624;-7379545;16160;2342;64;6.9;69.2;9199542;3979;31539287;0;0;21268162;2574610;0;0;7032459;9339;27878902;0;;19010722;100;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZH;Paracelsus­Spital Richterswil;Bergstrasse 16;8805 Richterswil;K123;priv;A;NF;Arzt, BGs;1;CT;11982;1686;439;2;2;0.646;0.691;1.2093;27.307;20.093;96.2326;30.08;60.58;20.9;180.45;1.78;3.59;1.24;10.7;14;0;17260308;918108;5784273;28367833;20849205;697942;2378250;-1312053;11982;1686;48;7.1;68.4;7467418;6904325;15606981;10830002;424374;4590770;146002;0;0;7626363;7227855;14292488;7004473;100;2581679;100;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZH;Psychiatrische Universitätsklinik Zürich;Lenggstrasse 31;8032 Zürich;K211;oeff;P;;MSt, Arzt, BGs;8;;106783;3636;0;0;0;;;1.463;4.1678;6.6992;90.4261;119.9;410.2;93.98;906.87;3.3;11.28;2.58;24.94;0;0;99225213;17366263;17921988;135108695;63685191;3473169;67950335;-61073827;;;;;;;;;;;;;;;;;;;;;;;106783;3636;311;29.4;94.1;24922642;23020247;95108149;85995978;11930363;7070076;980843;0;4984721;35446133;11676323;34163507;42279449;49;3475970;49;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZH;Integrierte Psychiatrie Winterthur IPW;Wieshofstrasse 102;8408 Winterthur;K211;oeff;P;;Arzt, BGs;5;;77121;2750;0;0;0;;;0.6759;2.654;3.7513;98.6144;90.89;282.49;77.71;640.54;3.31;10.27;2.83;23.29;0;0;71813807;17842216;17115331;106771354;37642609;5988379;63140366;-62539021;;;;;;;;;;;;;;;;;;;;;;;77121;2750;224.4;28;94.2;28043172;26605948;67223891;62736618;8949326;3835904;543182;3333657;0;13775852;12896211;23621537;22033982;100;1081522;100;915303;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZH;Clienia Schlössli AG;Schlösslistrasse 8;8618 Oetwil am See;K211;oeff;P;NF;MSt, Arzt, BGs;4;;76090;2550;0;0;0;;;0.9111;7.9441;18.2216;98.2507;67.92;248.95;52.81;503.61;2.66;9.76;2.07;19.75;0;0;54479245;7175268;13197418;74851931;46476093;3669474;26161000;-24706362;;;;;;;;;;;;;;;;;;;;;;;76090;2550;210;29.8;99.3;16067250;15612483;55218239;39111471;4235353;13471564;1368603;0;0;12525507;11814842;63781060;18618801;100;5443704;100;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZH;Sanatorium Kilchberg;Alte Landstrasse 70;8802 Kilchberg ZH;K211;oeff;P;;MSt, Arzt, BGs;1;;55877;1704;0;0;0;;;0.9279;9.4215;17.6856;98.7445;49.58;147.33;33.9;321.09;2.91;8.65;1.99;18.84;99;0;34330099;5439878;8626520;48521627;29292824;1031340;18085398;-16361314;;;;;;;;;;;;;;;;;;;;;;;55877;1704;164;32.8;93.3;11671213;11541213;42540134;31249271;3354362;8523043;1010531;367591;0;8477257;8477257;28827817;14436481;100;13505969;100;235924;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZH;Privatklinik Hohenegg;Hohenegg 4;8706 Meilen;K211;priv;P;;Arzt, BGs;1;;20198;396;0;0;0;;;4.415;45.0346;100;93.819;11.15;33.59;8.09;105.79;2.82;8.48;2.04;26.71;0;0;12859000;1860000;3365000;18201000;17633000;144000;354000;-354000;;;;;;;;;;;;;;;;;;;;;;;20198;396;62.1;51;89.2;50000;50000;18000000;0;0;18000000;3520000;0;0;0;0;17777000;0;;17633000;100;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZH;Forel Klinik;Islikonerstrasse 5;8548 Ellikon an der Thur;K212;oeff;P;;Arzt;3;;28677;370;0;0;0;;;0.4577;28.7356;1.1442;98.8558;6.31;5.1;31.89;67.09;1.71;1.38;8.62;18.13;2;0;7729692;558131;2674402;10962225;7569499;505968;2886760;-2476760;;;;;;;;;;;;;;;;;;;;;;;28677;370;79;77.5;99.5;1985565;1976565;9882296;9882296;1515747;0;0;0;0;1264622;1084622;6724049;5988081;66.2;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZH;Kinder­ und Jugendpsychiatrischer Dienst des Kantons Zürich (KJPD) Zentrum für Kinder­ & Jugendpsychiatrie;Neumünsterallee 9;8032 Zürich;K212;oeff;P;NF;MSt, Arzt;16;;13126;186;0;0;0;;;0;1.3953;0;80;38.78;64.54;77.61;251.18;20.85;34.7;41.73;135.04;0;0;29538030;3838777;4294208;37671015;16673166;3744033;17253817;-14244378;;;;;;;;;;;;;;;;;;;;;;;13126;186;39;70.6;92.2;18272727;0;1.28E+07;0;0;0.00E+00;0;0;0;11292360;0;6112805;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZH;Modellstation SOMOSA;Zum Park 20;8404 Winterthur;K212;priv;P;;BGs;1;;6504;27;0;0;0;;;0;46.6667;0;95.5556;1.95;14.88;8.11;30.15;7.22;55.11;30.04;111.67;0;0;4133206;256253;881093;5270552;4350850;43796;818206;198201;;;;;;;;;;;;;;;;;;;;;;;6504;27;20;240.9;89.1;0;0;5550101;1658764;144851;0;0;0;0;0;0;5217457;1307522;100;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZH;Suchtbehandlung Frankental;Frankentalerstrasse 55;8049 Zürich;K212;oeff;P;;Arzt, BGs;1;;3817;122;0;0;0;;;0;3.0303;0;85.6061;0;9.47;0.31;14.42;0;7.76;0.25;11.82;0;0;1981432;63457;565967;2610856;972801;41572;3192970;-1596483;;;;;;;;;;;;;;;;;;;;;;;3817;122;12;31.3;87.1;0;0;2610856;2610856;92396;0;0;0;0;0;0;2610856;972801;88.2;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZH;Beth Shalom Drogenentzug und Therapievorbereitungen;Welsikerstrasse 5;8474 Dinhard;K212;oeff;P;;BGs;1;;1577;52;0;0;0;;;0;33.3333;0;100;0;6.01;0;8.72;0;11.56;0;16.77;1;0;675900;35304;182037;893241;427560;0;464375;-242740;;;;;;;;;;;;;;;;;;;;;;;1577;52;5;30.3;86.4;0;0;893241;893241;35304;0;0;0;0;0;0;649195;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZH;Zürcher Höhenklinik Wald;Faltigbergstrasse 7;8636 Wald;K221;oeff;R;;MSt, Arzt, BGs;1;;47867;2078;0;0;0;;;0.5467;11.0399;22.9157;98.3144;20.31;122.14;86.86;338.47;0.98;5.88;4.18;16.29;0;0;30579313;819514;7991329;39390156;25058962;2056749;12274445;-10943646;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47867;2078;144;23;91.1;1122779;0;37691765;24052117;2023164;11007145;1095334;0;0;952909;0;26494674;20280942;50;25421000;50;0;;;;;;;;;;;;;;;;;;;;;;
ZH;Zürcher Höhenklinik Davos;Obstgartenstrasse 19;8090 Zürich;K221;oeff;R;;MSt, Arzt, BGs;1;;33004;1478;0;0;0;;;0.6468;37.8255;21.8629;95.5369;12.75;50.83;29.36;169.2;0.86;3.44;1.99;11.45;0;0;16480317;102084;4740587;21322988;17579294;1059465;2684229;-2251447;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;33004;1478;100;22.3;90.4;410938;0;23721635;15423551;2393909;6306884;1069785;0;0;320484;0;18483353;15829284;50;16974754;50;0;;;;;;;;;;;;;;;;;;;;;;
ZH;RehaClinic Zollikerberg;Trichtenhauserstrasse 20;8125 Zollikerberg;K221;priv;R;;MSt, Arzt, BGs;1;;530;20;0;0;0;;;0;2.439;82.9268;97.561;0.08;0.9;2.03;3.44;0.4;4.5;10.15;17.2;2;0;234989;103172;116433;454594;272590;3550;178454;-178454;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;530;20;1.8;26.5;81.8;13644;10849;439138;249376;56707;180170;42279;0;0;6739;6036;269401;130301;100;128324;100;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;0
ZH;RehaClinic Kilchberg;Grütstrasse 60;8802 Kilchberg;K221;oeff;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZH;Schulthess­Klinik;Lengghalde 2;8008 Zürich;K231;oeff;A;;MSt, Arzt, BGs;2;MRI;50022;7485;0;8;0;1.172;1.149;3.632;35.3508;54.3346;79.6792;100.69;193.24;126.12;644;1.35;2.58;1.68;8.6;0;0;90184063;18258347;46089471;168018285;135972712;3651721;10254002;-4897464;50022;7485;160;6.7;85.7;46537054;0;107994827;36939955;4809382;64817139;7499294;0;0;34794085;0;111755457;20459809;100;76083130;100;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZH;Uniklinik Balgrist;Forchstrasse 340;8008 Zürich;K231;oeff;A, R;;MSt, Arzt, BGs;1;MRI, CT;46250;4814;0;5;0;1.124;1.159;2.5026;28.2979;30.1333;76.759;91.02;223.69;100.2;629.45;1.89;4.65;2.08;13.08;4;15;74904233;6629207;32925648;118974937;91645690;7486540;12092204;-11457277;46250;4814;141;9.6;89.9;29068575;23006366;76727076;40778559;4198912;25917405;2378535;0;11811768;28828591;22761842;71264163;45236122;50;65021740;50;0;;;;;;;;;;;;;;;;;;;;;;;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;
ZH;Klinik Pyramide am See AG;Bellerivestrasse 34;8008 Zürich;K231;priv;A;;;1;;5747;1727;0;5;0;0.725;0.636;2.4362;25.8621;100;76.9722;0;28.75;0;75.4;0;1.66;0;4.37;120;0;7410509;2786292;5314344;15609630;15279553;544541;0;250258;5747;1727;24.2;3.3;64.9;49567;49567;16120614;0;0;16120614;3779986;0;0;42460;42460;15305729;0;;15305729;100;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZH;Klinik Pyramide Schwerzenbach;Bahnstrasse 24;8603 Schwerzenbach;K231;priv;A;;;1;;2431;700;0;2;0;0.684;0.604;0.1431;21.9198;100;91.2732;0;7.1;0.6;14.24;0;1.01;0.09;2.03;120;0;1337467;538877;1608207;3489030;4629308;24855;0;1166532;2431;700;7.2;3.5;92.1;4998;4998;3612533;0;0;3612533;583554;0;0;6186;6186;4632474;0;;4632474;100;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZH;Uroviva Klinik für Urologie;Zürichstrasse 5;8180 Bülach;K231;priv;A;;Arzt, BGs;1;Lito;590;256;0;1;0;0.589;0.487;0.3906;7.0588;100;98.8281;0;1;0.7;1.7;0;0.39;0.27;0.66;11;0;209672;73410;1404772;1687854;1918479;0;0;230714;590;256;5;2.3;32.3;0;0;1687765;0;0;1676802;58648;0;0;0;0;1918454;0;;1918454;100;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZH;Adus Medica AG;Breitestrasse 11;8157 Dielsdorf;K231;priv;A;;;1;;0;0;0;3;0;;;;;;;0;9.59;1.42;13.39;;;;;27;1;1725130;316907;5326820;7374857;7429993;8822;0;142382;0;0;0;;;7478746;9608531;0;0;0;0;0;0;0;7438815;7207471;0;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZH;Limmatklinik AG;Hardturmstrasse 133;8005 Zürich;K231;priv;A;;;1;;28;14;0;4;0;0.709;0.488;0;21.4286;100;100;0;0.92;2.23;7.09;0;6.57;15.93;50.64;28;0;629428;676731;1603846;2913005;1905916;25050;0;-978221;28;14;0.1;2;53.8;2811072;2811012;135037;0;0;135037;0;0;0;1789636;1765548;141330;0;;140568;100;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZH;Klinik Tiefenbrunnen;Dammstrasse 29;8702 Zollikon;K231;priv;A;;;1;;342;120;0;2;0;0.842;0.737;0;43.3333;100;90;0;3.67;1.12;4.79;0;3.06;0.93;3.99;0;0;498896;210050;550277;1328904;596538;642454;49453;-49453;342;120;1.2;2.8;81.4;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZH;Vista Diagnostics AG;Limmatquai 4;8001 Zürich;K231;priv;A;;Arzt;1;;12;6;0;1;0;0.64;0.48;0;83.3333;100;100;3.38;4.42;0;11.75;56.33;73.67;0;195.83;0;0;2470470;1339513;5001672;9361681;11208887;180551;0;2027757;12;6;0.2;2;20;9336247;9336247;25433;0;0;25433;4855;0;0;11364438;11183887;25000;0;;25000;100;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZH;Geburtshaus Zürcher Oberland;Schürlistrasse 3;8344 Bäretswil;K232;priv;B;;;1;;1114;200;198;0;2;0.443;0.437;0;15.4613;100;100;0;5.25;0;8.54;0;2.62;0;4.27;0;30;1012926;147344;305265;1496355;1368761;99937;21779;369;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1114;200;4;5.6;76.3;253285;253234;1266175;0;0;1266175;143179;0;0;278267;0;1211900;0;;1173831;100;0
ZH;Geburtshaus Delphys;Friedaustrasse 12;8003 Zürich;K232;priv;B;;;1;;526;119;104;0;1;0.426;0.422;0;2.2124;100;88.9381;0;0;0;1.71;0;0;0;1.44;0;13;126257;107739;626480;860476;664065;134536;37487;15555;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;526;119;3;4.4;48;94545;94544;611257;611257;0;0;0;0;0;151404;133576;399445;350948;100;0;;0
ZH;Geburtshaus Weinland GmbH;Grabenackerstrasse 5;8450 Andelfingen;K232;priv;B;;;1;;361;64;61;0;1;0.451;0.447;1.6;13.8211;100;100;0;5.91;0;7.67;0;9.23;0;11.98;1;0;259758;90318;96196;446272;222629;21711;53728;-143618;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;361;64;4.8;5.6;20.6;26896;27400;460612;0;0;463773;50134;0;0;31195;16087;266872;0;;203908;100;0
